Time(s),CH1V,CH2V,CH3V
-8.120000e-03,4.602933e+00,4.533333e-03,-1.920000e-02
-8.100000e-03,4.611467e+00,2.160000e-02,-5.333333e-04
-8.080000e-03,4.633067e+00,2.586667e-02,-6.640000e-02
-8.060000e-03,4.602933e+00,1.733333e-02,8.800000e-03
-8.040000e-03,4.602933e+00,1.733333e-02,-5.066667e-03
-8.020000e-03,4.620267e+00,2.160000e-02,1.360000e-02
-8.000000e-03,4.654667e+00,-2.986667e-02,-5.226667e-02
-7.980000e-03,4.633067e+00,2.160000e-02,-5.226667e-02
-7.960000e-03,4.607200e+00,1.733333e-02,-3.333334e-02
-7.940000e-03,4.611467e+00,2.160000e-02,-5.066667e-03
-7.920000e-03,4.624533e+00,3.013333e-02,-5.066667e-03
-7.900000e-03,4.628800e+00,1.733333e-02,-1.920000e-02
-7.880000e-03,4.615733e+00,1.733333e-02,-2.880000e-02
-7.860000e-03,4.589867e+00,2.160000e-02,2.293333e-02
-7.840000e-03,4.641600e+00,3.013333e-02,-4.746667e-02
-7.820000e-03,4.615733e+00,4.320000e-02,8.800000e-03
-7.800000e-03,4.620267e+00,2.160000e-02,-5.066667e-03
-7.780000e-03,4.607200e+00,1.733333e-02,8.800000e-03
-7.760000e-03,4.611467e+00,2.160000e-02,-4.293333e-02
-7.740000e-03,4.611467e+00,3.866667e-02,-4.746667e-02
-7.720000e-03,4.624533e+00,3.013333e-02,1.360000e-02
-7.700000e-03,4.628800e+00,3.013333e-02,4.266667e-03
-7.680000e-03,4.628800e+00,2.160000e-02,-2.400000e-02
-7.660000e-03,4.624533e+00,1.733333e-02,-5.066667e-03
-7.640000e-03,4.602933e+00,2.666667e-04,-8.053333e-02
-7.620000e-03,4.607200e+00,2.160000e-02,-5.066667e-03
-7.600000e-03,4.624533e+00,2.160000e-02,-2.400000e-02
-7.580000e-03,4.620267e+00,3.013333e-02,8.800000e-03
-7.560000e-03,4.620267e+00,8.800000e-03,-5.066667e-03
-7.540000e-03,4.598667e+00,2.160000e-02,-5.333333e-04
-7.520000e-03,4.641600e+00,2.586667e-02,-4.293333e-02
-7.500000e-03,4.624533e+00,2.586667e-02,-3.333334e-02
-7.480000e-03,4.628800e+00,2.586667e-02,-5.066667e-03
-7.460000e-03,4.620267e+00,3.013333e-02,-5.333333e-04
-7.440000e-03,4.620267e+00,1.733333e-02,-1.920000e-02
-7.420000e-03,4.620267e+00,1.733333e-02,-3.813333e-02
-7.400000e-03,4.628800e+00,2.160000e-02,-3.333334e-02
-7.380000e-03,4.633067e+00,3.013333e-02,4.247467e+00
-7.360000e-03,4.620267e+00,1.733333e-02,4.346133e+00
-7.340000e-03,4.633067e+00,1.733333e-02,4.430933e+00
-7.320000e-03,4.637333e+00,1.733333e-02,4.482666e+00
-7.300000e-03,4.620267e+00,1.733333e-02,4.510933e+00
-7.280000e-03,4.633067e+00,1.733333e-02,4.557867e+00
-7.260000e-03,4.620267e+00,3.013333e-02,4.510933e+00
-7.240000e-03,4.663200e+00,8.800000e-03,4.538933e+00
-7.220000e-03,4.628800e+00,1.733333e-02,4.524800e+00
-7.200000e-03,4.633067e+00,3.866667e-02,4.515467e+00
-7.180000e-03,4.611467e+00,1.306667e-02,4.557867e+00
-7.160000e-03,4.620267e+00,2.586667e-02,4.524800e+00
-7.140000e-03,4.611467e+00,2.666667e-04,4.572000e+00
-7.120000e-03,4.628800e+00,3.013333e-02,4.534400e+00
-7.100000e-03,4.620267e+00,3.013333e-02,4.510933e+00
-7.080000e-03,4.624533e+00,3.013333e-02,4.562667e+00
-7.060000e-03,4.611467e+00,1.733333e-02,4.576533e+00
-7.040000e-03,4.633067e+00,3.013333e-02,4.562667e+00
-7.020000e-03,4.641600e+00,1.306667e-02,4.515467e+00
-7.000000e-03,4.628800e+00,2.160000e-02,4.534400e+00
-6.980000e-03,4.620267e+00,3.013333e-02,4.567200e+00
-6.960000e-03,4.624533e+00,2.160000e-02,4.524800e+00
-6.940000e-03,4.620267e+00,2.160000e-02,4.572000e+00
-6.920000e-03,4.607200e+00,6.026667e-02,4.548533e+00
-6.900000e-03,4.624533e+00,8.800000e-03,4.515467e+00
-6.880000e-03,4.633067e+00,1.733333e-02,4.548533e+00
-6.860000e-03,4.620267e+00,2.586667e-02,4.529600e+00
-6.840000e-03,4.615733e+00,2.586667e-02,4.543734e+00
-6.820000e-03,4.628800e+00,1.733333e-02,4.529600e+00
-6.800000e-03,4.633067e+00,3.013333e-02,4.553067e+00
-6.780000e-03,4.628800e+00,8.800000e-03,4.548533e+00
-6.760000e-03,4.628800e+00,2.160000e-02,4.538933e+00
-6.740000e-03,2.720000e-02,1.306667e-02,4.510933e+00
-6.720000e-03,3.573333e-02,2.160000e-02,4.538933e+00
-6.700000e-03,2.720000e-02,1.306667e-02,4.538933e+00
-6.680000e-03,4.880000e-02,4.533333e-03,4.562667e+00
-6.660000e-03,5.306667e-02,8.800000e-03,4.529600e+00
